analysis_scope	phenotype_domain	database	term_id	term_name	FDR	p_value	odds_ratio	overlap_count	input_gene_count	background_gene_count	term_size_in_background	gene_ratio	background_ratio	overlap_genes	source_analysis
global_primary	global	GO_BP	GO:0001775	cell activation	0.02716904582222189	7.337065981817278e-4	2.4686038851366585	22	123	1456	130	22/123	130/1456	CAMK4;CD247;CD274;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL21R;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;NAGLU;STX4;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0006950	response to stress	0.027338183188040967	7.59647001291694e-4	1.943575903736833	45	123	1456	350	45/123	350/1456	AFF4;ARNT;ARRB2;BCL7C;CAMK4;CD274;CERS2;CHAC1;CIITA;CLEC16A;CTSS;EXT1;F11R;FAM114A1;FCER1G;FOXP1;GNB1L;HSPA4;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;NACA;NAGLU;NREP;NSMCE1;RAD50;RNF7;SETD1A;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSKU;TSLP;VKORC1;VPS72;ZNF668	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.027338183188040967	7.603122289297971e-4	2.127146209236903	32	123	1456	221	32/123	221/1456	APOA2;ARNT;ARRB2;CAMK4;CD274;CIITA;FCER1G;FOXP1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SRCAP;STX4;TBX1;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0010628	positive regulation of gene expression	0.02760452822632257	7.788460200897138e-4	2.509205260465058	21	123	1456	122	21/123	122/1456	APOA2;ARNT;ARRB2;CD274;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;KAT8;LRRC32;STX4;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0032613	interleukin-10 production	0.02915544064494742	8.543119839919547e-4	7.5225420257494875	6	123	1456	15	6/123	15/1456	CD274;FCER1G;IL13;IRF4;TNFSF4;TSLP	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0032653	regulation of interleukin-10 production	0.02915544064494742	8.543119839919547e-4	7.5225420257494875	6	123	1456	15	6/123	15/1456	CD274;FCER1G;IL13;IRF4;TNFSF4;TSLP	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0009891	positive regulation of biosynthetic process	0.02915544064494742	8.578585921326729e-4	2.08817442413637	33	123	1456	232	33/123	232/1456	APOA2;ARNT;ARRB2;CAMK4;CD274;CIITA;FCER1G;FOXP1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SRCAP;STARD4;STX4;TBX1;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0010468	regulation of gene expression	0.031439157910396365	9.377257901528945e-4	1.8880522555343462	49	123	1456	395	49/123	395/1456	AFF4;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CHAC1;CIITA;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SETDB1;SRCAP;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSKU;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0009889	regulation of biosynthetic process	0.03248922880784437	9.821411368755857e-4	1.8706695302262184	51	123	1456	417	51/123	417/1456	AFF4;APOA2;ARNT;ARRB2;BCKDK;BCL7C;CAMK4;CD274;CHAC1;CIITA;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SETDB1;SRCAP;STARD4;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSKU;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0045321	leukocyte activation	0.03780474818784333	0.0011580656438033427	2.472144360542085	20	123	1456	117	20/123	117/1456	CAMK4;CD247;CD274;FCER1G;FOXP1;IL13;IL21R;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;NAGLU;STX4;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0010556	regulation of macromolecule biosynthetic process	0.041335903762115614	0.0012828958442897631	1.851771147632862	49	123	1456	400	49/123	400/1456	AFF4;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CHAC1;CIITA;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SETDB1;SRCAP;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSKU;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	0.04208457899925584	0.0013909453760334457	14.83641801250369	4	123	1456	7	4/123	7/1456	NAGLU;TLR1;TLR6;TNIP3	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0032736	positive regulation of interleukin-13 production	0.04208457899925584	0.0013909453760334457	14.83641801250369	4	123	1456	7	4/123	7/1456	IL33;IRF4;TNFSF4;TSLP	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0032753	positive regulation of interleukin-4 production	0.04208457899925584	0.0013909453760334457	14.83641801250369	4	123	1456	7	4/123	7/1456	FCER1G;IL33;IRF4;TNFSF4	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0043032	positive regulation of macrophage activation	0.04208457899925584	0.0013909453760334457	14.83641801250369	4	123	1456	7	4/123	7/1456	IL13;IL33;IL4R;TLR6	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:1903307	positive regulation of regulated secretory pathway	0.04208457899925584	0.0013909453760334457	14.83641801250369	4	123	1456	7	4/123	7/1456	FCER1G;IL13;IL4R;STX4	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0071219	cellular response to molecule of bacterial origin	0.044241629045801686	0.001510232678703062	5.2905084379605265	7	123	1456	22	7/123	22/1456	CD274;JAK2;TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.044241629045801686	0.0015157349733547535	4.558618043206514	8	123	1456	28	8/123	28/1456	ARRB2;CD274;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.044241629045801686	0.0015157349733547535	4.558618043206514	8	123	1456	28	8/123	28/1456	ARRB2;CD274;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_global_primary_123_vs_AB3782
global_primary	global	GO_BP	GO:0050896	response to stimulus	0.046991698204235426	0.0016288940127223888	1.7771250158085259	72	123	1456	662	72/123	662/1456	AFF4;ANKRD6;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD247;CD274;CDC42SE2;CERS2;CHAC1;CIITA;CLEC16A;CTF1;CTSS;ENSA;EXT1;F11R;FAM114A1;FCER1G;FOXP1;GDF9;GLDC;GNB1L;HINT1;HORMAD1;HSD17B1;HSD3B7;HSPA4;IL13;IL21R;IL33;IL4R;IL7R;INO80;INSL6;IRF1;IRF4;ITGA7;JAK2;KDM8;LMBRD2;LRRC32;MLLT11;NACA;NAGLU;NCOA1;NREP;NSMCE1;PLD2;RAD50;RAPGEF6;RNF7;SETD1A;SLC22A4;SLC22A5;STX1B;STX4;TBX1;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSKU;TSLP;UGT3A2;VKORC1;VPS72;ZNF668;ZNF764	enrichment_global_primary_123_vs_AB3782
global_strict	global	GO_BP	GO:0002224	toll-like receptor signaling pathway	4.5558860236808287e-5	1.8656371923344916e-8	36.85800798905126	9	117	1456	12	9/117	12/1456	ARRB2;CD274;CTSS;IRF1;IRF4;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0050778	positive regulation of immune response	0.006225748801767124	6.91221084719837e-6	4.055672562469464	19	117	1456	80	19/117	80/1456	ARRB2;CD247;CD274;CTSS;FCER1G;FOXP1;IL33;IL4R;IRF1;IRF4;JAK2;NAGLU;PLD2;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002274	myeloid leukocyte activation	0.006225748801767124	7.745749322624543e-6	5.8387600476363675	13	117	1456	41	13/117	41/1456	CAMK4;FCER1G;FOXP1;IL13;IL33;IL4R;IRF4;JAK2;NAGLU;STX4;TLR1;TLR6;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009617	response to bacterium	0.006225748801767124	1.0250534666235895e-5	4.54716590558505	16	117	1456	61	16/117	61/1456	CD274;FCER1G;FOXP1;IL13;IL33;IL7R;JAK2;NAGLU;SLC22A4;SLC22A5;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0048584	positive regulation of response to stimulus	0.006225748801767124	1.4821534449282847e-5	2.7715160901697997	32	117	1456	192	32/117	192/1456	ANKRD6;ARNT;ARRB2;BCL7C;CD247;CD274;CLEC16A;CTSS;F11R;FCER1G;FOXP1;HINT1;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;NAGLU;PLD2;RAD50;STX1B;STX4;TBX1;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0006325	chromatin organization	0.006225748801767124	2.0048264779461023e-5	4.253682286445183	16	117	1456	64	16/117	64/1456	BCL7C;FBXL19;INO80;IRF4;JAK2;KAT8;KDM8;NCOA1;NSMCE1;RAD50;RNF40;SETD1A;SETDB1;SRCAP;UHRF2;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0006338	chromatin remodeling	0.006225748801767124	2.2022007047459384e-5	4.773895296561275	14	117	1456	51	14/117	51/1456	BCL7C;FBXL19;INO80;IRF4;JAK2;KAT8;KDM8;NCOA1;RAD50;SETD1A;SETDB1;SRCAP;UHRF2;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002684	positive regulation of immune system process	0.006225748801767124	2.829112744579834e-5	3.2485946671434056	22	117	1456	111	22/117	111/1456	ARRB2;CD247;CD274;CTSS;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;PLD2;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002221	pattern recognition receptor signaling pathway	0.006225748801767124	2.921803126533967e-5	6.840432778184648	10	117	1456	28	10/117	28/1456	ARRB2;CD274;CTSS;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0001816	cytokine production	0.006225748801767124	3.2229677812522695e-5	3.4219450073433073	20	117	1456	96	20/117	96/1456	APOA2;ARNT;ARRB2;CD274;F11R;FCER1G;FOXP1;GLTPD2;IL13;IL33;IL4R;IRF1;IRF4;JAK2;KAT8;LRRC32;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0001817	regulation of cytokine production	0.006225748801767124	3.2229677812522695e-5	3.4219450073433073	20	117	1456	96	20/117	96/1456	APOA2;ARNT;ARRB2;CD274;F11R;FCER1G;FOXP1;GLTPD2;IL13;IL33;IL4R;IRF1;IRF4;JAK2;KAT8;LRRC32;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002757	immune response-activating signaling pathway	0.006225748801767124	3.562417428126155e-5	4.522612034503455	14	117	1456	53	14/117	53/1456	ARRB2;CD247;CD274;CTSS;FCER1G;FOXP1;IRF1;IRF4;NAGLU;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0001819	positive regulation of cytokine production	0.006225748801767124	3.743773192339838e-5	3.994748429929119	16	117	1456	67	16/117	67/1456	APOA2;ARNT;CD274;FCER1G;FOXP1;IL13;IL33;IL4R;IRF1;IRF4;JAK2;KAT8;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0001774	microglial cell activation	0.006225748801767124	3.824170025655481e-5	17.946554589976497	6	117	1456	10	6/117	10/1456	IL13;IL33;JAK2;NAGLU;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002269	leukocyte activation involved in inflammatory response	0.006225748801767124	3.824170025655481e-5	17.946554589976497	6	117	1456	10	6/117	10/1456	IL13;IL33;JAK2;NAGLU;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0043207	response to external biotic stimulus	0.007613899284523512	5.30042128734233e-5	2.938217676786428	24	117	1456	132	24/117	132/1456	ARRB2;CD274;CIITA;CTSS;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;SLC22A4;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0051707	response to other organism	0.007613899284523512	5.30042128734233e-5	2.938217676786428	24	117	1456	132	24/117	132/1456	ARRB2;CD274;CIITA;CTSS;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;SLC22A4;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002758	innate immune response-activating signaling pathway	0.007763848600120202	5.8203161058749004e-5	6.147457394564265	10	117	1456	30	10/117	30/1456	ARRB2;CD274;CTSS;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009607	response to biotic stimulus	0.007763848600120202	6.040668443991968e-5	2.9089732632812795	24	117	1456	133	24/117	133/1456	ARRB2;CD274;CIITA;CTSS;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;SLC22A4;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0031349	positive regulation of defense response	0.008335753703133764	6.978140224995738e-5	4.190574880152148	14	117	1456	56	14/117	56/1456	ARRB2;CD274;CTSS;FCER1G;IL33;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032755	positive regulation of interleukin-6 production	0.008335753703133764	7.863126560820339e-5	14.362928356330787	6	117	1456	11	6/117	11/1456	FCER1G;IL33;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0061900	glial cell activation	0.008335753703133764	7.863126560820339e-5	14.362928356330787	6	117	1456	11	6/117	11/1456	IL13;IL33;JAK2;NAGLU;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002218	activation of innate immune response	0.008335753703133764	8.014474306050632e-5	5.851581040171131	10	117	1456	31	10/117	31/1456	ARRB2;CD274;CTSS;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0050776	regulation of immune response	0.008335753703133764	8.192386931826796e-5	3.1569660628075606	20	117	1456	102	20/117	102/1456	ARRB2;CD247;CD274;CTSS;FCER1G;FOXP1;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;PLD2;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002253	activation of immune response	0.008426665561337306	8.626807495226562e-5	4.090199531186623	14	117	1456	57	14/117	57/1456	ARRB2;CD247;CD274;CTSS;FCER1G;FOXP1;IRF1;IRF4;NAGLU;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032103	positive regulation of response to external stimulus	0.00968221975349746	1.0308669680218425e-4	3.7859735562392514	15	117	1456	65	15/117	65/1456	ARRB2;CD274;CTSS;FCER1G;IL33;IRF1;IRF4;NAGLU;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002764	immune response-regulating signaling pathway	0.011520113570944474	1.2967557959924628e-4	3.9028411744521123	14	117	1456	59	14/117	59/1456	ARRB2;CD247;CD274;CTSS;FCER1G;FOXP1;IRF1;IRF4;NAGLU;PLD2;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002682	regulation of immune system process	0.011520113570944474	1.3208975429420365e-4	2.6323119954753547	26	117	1456	157	26/117	157/1456	APOA2;ARNT;ARRB2;CAMK4;CD247;CD274;CTSS;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;NAGLU;PLD2;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002237	response to molecule of bacterial origin	0.011572188858232713	1.374256662116088e-4	4.849335082701669	11	117	1456	39	11/117	39/1456	CD274;FOXP1;IL13;JAK2;NAGLU;SLC22A4;TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032733	positive regulation of interleukin-10 production	0.011761262082663227	1.4699072142943602e-4	11.961097757338788	6	117	1456	12	6/117	12/1456	CD274;FCER1G;IL13;IRF4;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0031347	regulation of defense response	0.011761262082663227	1.4930349081185914e-4	3.195651542449076	18	117	1456	90	18/117	90/1456	ARNT;ARRB2;CD274;CTSS;FCER1G;FOXP1;IL13;IL33;IRF1;IRF4;JAK2;NAGLU;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0044419	biological process involved in interspecies interaction between organisms	0.012566803125761054	1.6467555283552568e-4	2.6367447956190713	25	117	1456	150	25/117	150/1456	ARRB2;CD274;CIITA;CTSS;EXT1;F11R;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;SLC22A4;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009058	biosynthetic process	0.013387880488426703	1.814483148900773e-4	2.0308488175833586	66	117	1456	587	66/117	587/1456	ACSL6;AFF4;APOA2;ARNT;ARRB2;BCKDK;BCL7C;CAMK4;CD274;CERS2;CHAC1;CIITA;COASY;CTSS;EIF2D;EXD1;EXT1;F11R;FAM114A1;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;HSD3B7;HSPA4;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NAGLU;NCOA1;PLD2;PRIM1;RAD50;RBMS2;RNF40;SCNM1;SETDB1;SRCAP;STARD4;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;WDR36;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0043302	positive regulation of leukocyte degranulation	0.013387880488426703	1.8639964644001143e-4	47.095072886879485	4	117	1456	5	4/117	5/1456	FCER1G;IL13;IL4R;STX4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009059	macromolecule biosynthetic process	0.016887241830417732	2.4350321727430454e-4	2.008633636908687	59	117	1456	509	59/117	509/1456	AFF4;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CHAC1;CIITA;CTSS;EIF2D;EXD1;EXT1;F11R;FAM114A1;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;HSPA4;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NAGLU;NCOA1;PRIM1;RAD50;RBMS2;RNF40;SCNM1;SETDB1;SRCAP;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;WDR36;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032101	regulation of response to external stimulus	0.016887241830417732	2.4895196801598624e-4	2.858298632394326	20	117	1456	110	20/117	110/1456	ARNT;ARRB2;CD274;CERS2;CTSS;FCER1G;FOXP1;IL13;IL33;IRF1;IRF4;JAK2;NAGLU;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0010467	gene expression	0.01689883234083078	2.6127779306932476e-4	2.007267721025074	57	117	1456	487	57/117	487/1456	AFF4;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CHAC1;CIITA;CTSS;EIF2D;EXD1;EXT1;F11R;FAM114A1;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;HSPA4;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NAGLU;NCOA1;RBMS2;RNF40;SCNM1;SETDB1;SRCAP;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;WDR36;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0098542	defense response to other organism	0.01689883234083078	2.6874114717699837e-4	3.0181554241907564	18	117	1456	94	18/117	94/1456	ARRB2;CD274;CIITA;CTSS;FCER1G;IL33;IL4R;IRF1;IRF4;JAK2;NAGLU;SLC22A5;STX4;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0006952	defense response	0.01689883234083078	2.743031375853722e-4	2.449254491881347	27	117	1456	173	27/117	173/1456	ARNT;ARRB2;CAMK4;CD274;CIITA;CTSS;EXT1;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.01689883234083078	2.8262613927380805e-4	2.2890606761295595	32	117	1456	221	32/117	221/1456	APOA2;ARNT;ARRB2;CAMK4;CD274;CIITA;FCER1G;FOXP1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SRCAP;STX4;TBX1;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0080134	regulation of response to stress	0.01689883234083078	2.837232293096077e-4	2.626862770222051	23	117	1456	137	23/117	137/1456	ARNT;ARRB2;BCL7C;CD274;CERS2;CTSS;FCER1G;FOXP1;IL13;IL33;INO80;IRF1;IRF4;JAK2;NAGLU;RAD50;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009891	positive regulation of biosynthetic process	0.018210519418489318	3.132030366816344e-4	2.2489843164271672	33	117	1456	232	33/117	232/1456	APOA2;ARNT;ARRB2;CAMK4;CD274;CIITA;FCER1G;FOXP1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SRCAP;STARD4;STX4;TBX1;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0042116	macrophage activation	0.019196098121668122	3.3801483179022495e-4	6.053484018285896	8	117	1456	24	8/117	24/1456	FOXP1;IL13;IL33;IL4R;JAK2;NAGLU;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0010628	positive regulation of gene expression	0.021199441609436143	3.819719208907413e-4	2.6787736404752214	21	117	1456	122	21/117	122/1456	APOA2;ARNT;ARRB2;CD274;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;KAT8;LRRC32;STX4;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032635	interleukin-6 production	0.021492964712625524	4.0486338115510817e-4	7.017768288904068	7	117	1456	19	7/117	19/1456	ARRB2;FCER1G;IL33;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032675	regulation of interleukin-6 production	0.021492964712625524	4.0486338115510817e-4	7.017768288904068	7	117	1456	19	7/117	19/1456	ARRB2;FCER1G;IL33;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0150076	neuroinflammatory response	0.02168908231297857	4.174393401760822e-4	8.963619876001061	6	117	1456	14	6/117	14/1456	IL13;IL33;JAK2;NAGLU;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009889	regulation of biosynthetic process	0.021732817942495933	4.721311407065177e-4	1.9755295346543658	50	117	1456	417	50/117	417/1456	AFF4;APOA2;ARNT;ARRB2;BCKDK;BCL7C;CAMK4;CD274;CHAC1;CIITA;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SETDB1;SRCAP;STARD4;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
