analysis_scope	phenotype_domain	database	term_id	term_name	FDR	p_value	odds_ratio	overlap_count	input_gene_count	background_gene_count	term_size_in_background	gene_ratio	background_ratio	overlap_genes	source_analysis
global_strict	global	GO_BP	GO:0010468	regulation of gene expression	0.021732817942495933	4.779424589744424e-4	1.987731144928499	48	117	1456	395	48/117	395/1456	AFF4;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CHAC1;CIITA;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SETDB1;SRCAP;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0140546	defense response to symbiont	0.021732817942495933	4.815553707892313e-4	2.94521361733464	17	117	1456	90	17/117	90/1456	ARRB2;CD274;CIITA;CTSS;FCER1G;IL33;IRF1;IRF4;JAK2;NAGLU;SLC22A5;STX4;TLR1;TLR10;TLR6;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002756	MyD88-independent toll-like receptor signaling pathway	0.021732817942495933	5.06702347695555e-4	Inf	3	117	1456	3	3/117	3/1456	CD274;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032493	response to bacterial lipoprotein	0.021732817942495933	5.06702347695555e-4	Inf	3	117	1456	3	3/117	3/1456	TLR1;TLR10;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0043306	positive regulation of mast cell degranulation	0.021732817942495933	5.06702347695555e-4	Inf	3	117	1456	3	3/117	3/1456	FCER1G;IL13;IL4R	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0070339	response to bacterial lipopeptide	0.021732817942495933	5.06702347695555e-4	Inf	3	117	1456	3	3/117	3/1456	TLR1;TLR10;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071220	cellular response to bacterial lipoprotein	0.021732817942495933	5.06702347695555e-4	Inf	3	117	1456	3	3/117	3/1456	TLR1;TLR10;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071221	cellular response to bacterial lipopeptide	0.021732817942495933	5.06702347695555e-4	Inf	3	117	1456	3	3/117	3/1456	TLR1;TLR10;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071346	cellular response to type II interferon	0.021732817942495933	5.244604466907076e-4	23.519665762870456	4	117	1456	6	4/117	6/1456	CIITA;IRF1;JAK2;STX4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0140895	cell surface toll-like receptor signaling pathway	0.021732817942495933	5.244604466907076e-4	23.519665762870456	4	117	1456	6	4/117	6/1456	NAGLU;TLR1;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0045089	positive regulation of innate immune response	0.021732817942495933	5.25076272975946e-4	4.368211603420977	10	117	1456	38	10/117	38/1456	ARRB2;CD274;CTSS;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0006955	immune response	0.022055333192738624	5.419000784456664e-4	2.3237543911600738	27	117	1456	180	27/117	180/1456	APOA2;ARRB2;CAMK4;CD247;CD274;CIITA;CTSS;EXT1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;PLD2;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0034341	response to type II interferon	0.022250116319187756	5.596998386358731e-4	11.863440749170625	5	117	1456	10	5/117	10/1456	CIITA;IRF1;JAK2;SLC22A5;STX4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0045087	innate immune response	0.022250116319187756	5.649087681366261e-4	3.004177318320205	16	117	1456	83	16/117	83/1456	ARRB2;CD274;CIITA;CTSS;FCER1G;IL33;IRF1;IRF4;JAK2;NAGLU;SLC22A5;STX4;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032613	interleukin-10 production	0.024201155353184907	6.504277618924499e-4	7.963730961022974	6	117	1456	15	6/117	15/1456	CD274;FCER1G;IL13;IRF4;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032653	regulation of interleukin-10 production	0.024201155353184907	6.504277618924499e-4	7.963730961022974	6	117	1456	15	6/117	15/1456	CD274;FCER1G;IL13;IRF4;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0010556	regulation of macromolecule biosynthetic process	0.024201155353184907	6.599682500297528e-4	1.9496639704612397	48	117	1456	400	48/117	400/1456	AFF4;APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CHAC1;CIITA;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RNF40;SETDB1;SRCAP;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0051240	positive regulation of multicellular organismal process	0.024201155353184907	6.631212648042817e-4	2.397963723243	24	117	1456	154	24/117	154/1456	APOA2;ARNT;ARRB2;BCL7C;CD274;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;KAT8;NACA;NCMAP;NCOA1;SLC22A5;TLR1;TLR6;TNFSF4;TSLP;VKORC1	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0048583	regulation of response to stimulus	0.024201155353184907	6.639956628433205e-4	2.011948089279789	41	117	1456	324	41/117	324/1456	ANKRD6;ARNT;ARRB2;BCL7C;CD247;CD274;CDC42SE2;CERS2;CHAC1;CLEC16A;CTSS;EXT1;F11R;FCER1G;FOXP1;HINT1;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KDM8;LRRC32;NAGLU;NCOA1;NREP;PLD2;RAD50;STX1B;STX4;TBX1;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0001775	cell activation	0.03325730820998552	9.377034125960558e-4	2.466400941627924	21	117	1456	130	21/117	130/1456	CAMK4;CD247;CD274;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;NAGLU;STX4;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0010604	positive regulation of macromolecule metabolic process	0.03325730820998552	9.397028118300577e-4	2.046130034390505	35	117	1456	266	35/117	266/1456	APOA2;ARNT;ARRB2;BCL7C;CAMK4;CD274;CIITA;CTF1;FCER1G;FOXP1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;RAD50;RNF40;SRCAP;STX4;TBX1;TLR1;TLR6;TNFSF4;TSLP;VPS72	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0001818	negative regulation of cytokine production	0.03452485831347329	9.89656053211765e-4	3.6462516583736004	11	117	1456	48	11/117	48/1456	APOA2;ARRB2;CD274;GLTPD2;IL13;IL33;JAK2;KAT8;LRRC32;TLR6;TNFSF4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002833	positive regulation of response to biotic stimulus	0.034606793697152444	0.0010110306345303853	3.9374678560711116	10	117	1456	41	10/117	41/1456	ARRB2;CD274;CTSS;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002376	immune system process	0.034606793697152444	0.0010621678797198277	2.0812669508000865	32	117	1456	237	32/117	237/1456	APOA2;ARNT;ARRB2;CAMK4;CD247;CD274;CIITA;CTSS;EXT1;F11R;FCER1G;FOXP1;HSD3B7;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;NAGLU;PLD2;SLC22A5;STX4;TBX1;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0019222	regulation of metabolic process	0.034606793697152444	0.0010706303996738768	1.8560152007875659	56	117	1456	499	56/117	499/1456	AFF4;APOA2;ARNT;ARRB2;ATP6V0A1;BCKDK;BCL7C;CAMK4;CD274;CERS2;CHAC1;CIITA;CLEC16A;CTF1;EXD1;F11R;FBXL19;FCER1G;FOXP1;GLTPD2;HINT1;ICE2;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;KAT8;KDM8;LRRC32;MLLT11;NACA;NCOA1;NSMCE1;RAD50;RNF40;SETDB1;SRCAP;STARD4;STX1B;STX4;TBX1;TLR1;TLR6;TNFSF4;TNIP3;TSLP;UHRF2;VPS72;ZMYND15;ZNF646;ZNF668;ZNF764	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071706	tumor necrosis factor superfamily cytokine production	0.034606793697152444	0.0010849557206539316	4.830855082222171	8	117	1456	28	8/117	28/1456	ARRB2;CD274;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.034606793697152444	0.0010849557206539316	4.830855082222171	8	117	1456	28	8/117	28/1456	ARRB2;CD274;FCER1G;FOXP1;IL33;JAK2;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071219	cellular response to molecule of bacterial origin	0.034606793697152444	0.0011169219957493479	5.604189700018132	7	117	1456	22	7/117	22/1456	CD274;JAK2;TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	0.034606793697152444	0.0011478911914288893	15.693483302251419	4	117	1456	7	4/117	7/1456	NAGLU;TLR1;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032736	positive regulation of interleukin-13 production	0.034606793697152444	0.0011478911914288893	15.693483302251419	4	117	1456	7	4/117	7/1456	IL33;IRF4;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0032753	positive regulation of interleukin-4 production	0.034606793697152444	0.0011478911914288893	15.693483302251419	4	117	1456	7	4/117	7/1456	FCER1G;IL33;IRF4;TNFSF4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0043032	positive regulation of macrophage activation	0.034606793697152444	0.0011478911914288893	15.693483302251419	4	117	1456	7	4/117	7/1456	IL13;IL33;IL4R;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:1903307	positive regulation of regulated secretory pathway	0.034606793697152444	0.0011478911914288893	15.693483302251419	4	117	1456	7	4/117	7/1456	FCER1G;IL13;IL4R;STX4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0045088	regulation of innate immune response	0.03672461228231023	0.0012379894944018917	3.8109584431603607	10	117	1456	42	10/117	42/1456	ARRB2;CD274;CTSS;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0006954	inflammatory response	0.03672461228231023	0.0012482157327730339	2.5823784277925137	18	117	1456	106	18/117	106/1456	ARNT;CAMK4;EXT1;F11R;FAM114A1;FCER1G;FOXP1;IL13;IL33;IL4R;JAK2;NAGLU;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0050865	regulation of cell activation	0.038511349171140664	0.00132471471350361	2.8333773831362303	15	117	1456	81	15/117	81/1456	CAMK4;CD274;F11R;FCER1G;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002831	regulation of response to biotic stimulus	0.040893771671730514	0.0014234113808751407	3.454417434991322	11	117	1456	50	11/117	50/1456	ARRB2;CD274;CTSS;FOXP1;IRF1;IRF4;NAGLU;TLR1;TLR10;TLR6;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071216	cellular response to biotic stimulus	0.04259189934536842	0.0014999604192062587	5.250569698700869	7	117	1456	23	7/117	23/1456	CD274;JAK2;TLR1;TLR10;TLR6;TNFSF4;TNIP3	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002532	production of molecular mediator involved in inflammatory response	0.04327484715282095	0.0015417328838228594	8.467904517124035	5	117	1456	12	5/117	12/1456	FCER1G;IL33;IL4R;JAK2;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0045321	leukocyte activation	0.04405168822323768	0.0015874482242608171	2.4530719712803295	19	117	1456	117	19/117	117/1456	CAMK4;CD247;CD274;FCER1G;FOXP1;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;LRRC32;NAGLU;STX4;TLR1;TLR6;TNFSF4;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0006950	response to stress	0.04903392775677782	0.0017936599976057057	1.873728201296039	42	117	1456	350	42/117	350/1456	AFF4;ARNT;ARRB2;BCL7C;CAMK4;CD274;CERS2;CHAC1;CIITA;CLEC16A;CTSS;EXT1;F11R;FAM114A1;FCER1G;FOXP1;HSPA4;IL13;IL33;IL4R;IL7R;INO80;IRF1;IRF4;JAK2;NACA;NAGLU;NREP;NSMCE1;RAD50;SETD1A;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP;VKORC1;VPS72;ZNF668	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0009605	response to external stimulus	0.04903392775677782	0.001845125931302866	2.07762929330447	28	117	1456	204	28/117	204/1456	ARNT;ARRB2;CD274;CERS2;CIITA;CTSS;EXT1;F11R;FCER1G;FOXP1;HSD3B7;IL13;IL33;IL4R;IL7R;IRF1;IRF4;JAK2;NAGLU;SLC22A4;SLC22A5;STX4;TLR1;TLR10;TLR6;TNFSF4;TNIP3;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002826	negative regulation of T-helper 1 type immune response	0.04903392775677782	0.0019075442821023312	34.9824639520345	3	117	1456	4	3/117	4/1456	IL33;IL4R;TNFSF4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0034121	regulation of toll-like receptor signaling pathway	0.04903392775677782	0.0019075442821023312	34.9824639520345	3	117	1456	4	3/117	4/1456	ARRB2;IRF1;IRF4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0060333	type II interferon-mediated signaling pathway	0.04903392775677782	0.0019075442821023312	34.9824639520345	3	117	1456	4	3/117	4/1456	CIITA;IRF1;JAK2	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0071402	cellular response to lipoprotein particle stimulus	0.04903392775677782	0.0019075442821023312	34.9824639520345	3	117	1456	4	3/117	4/1456	APOA2;FCER1G;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:2000010	positive regulation of protein localization to cell surface	0.04903392775677782	0.0019075442821023312	34.9824639520345	3	117	1456	4	3/117	4/1456	CD247;FCER1G;STX4	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0042742	defense response to bacterium	0.0498069464610178	0.001972124259503469	5.962764691118255	6	117	1456	18	6/117	18/1456	FCER1G;FOXP1;IL33;IL7R;TLR6;TSLP	enrichment_global_strict_vs_AB3782
global_strict	global	GO_BP	GO:0002698	negative regulation of immune effector process	0.0498069464610178	0.001978408602259921	4.93869014269443	7	117	1456	24	7/117	24/1456	APOA2;ARRB2;CD274;IL33;IL4R;IL7R;TNFSF4	enrichment_global_strict_vs_AB3782
global_strict	global	Reactome	R-HSA-1236975	Homo sapiens: Antigen processing-Cross presentation	0.0440835163830627	1.4196912020882893e-4	19.77321412659167	5	117	1456	8	5/117	8/1456	CTSS;PSMB6;STX4;TLR1;TLR6	enrichment_global_strict_vs_AB3782
global_strict	global	Reactome	R-HSA-1236974	Homo sapiens: ER-Phagosome pathway	0.0440835163830627	1.8639964644001143e-4	47.095072886879485	4	117	1456	5	4/117	5/1456	PSMB6;STX4;TLR1;TLR6	enrichment_global_strict_vs_AB3782
